Date,Open,High,Low,Close,Adj Close,Volume
2019-10-25,25.818800,25.818800,25.818800,25.818800,20.083241,800
2019-10-28,25.818800,25.818800,25.818800,25.818800,20.083241,0
2019-10-29,25.818800,25.818800,25.818800,25.818800,20.083241,0
2019-10-30,25.818800,25.818800,25.818800,25.818800,20.083241,0
2019-10-31,25.818800,25.818800,25.818800,25.818800,20.083241,0
2019-11-01,25.818800,25.818800,25.818800,25.818800,20.083241,0
2019-11-04,25.818800,25.818800,25.818800,25.818800,20.083241,0
2019-11-05,26.961300,26.961300,26.961300,26.961300,20.971937,800
2019-11-06,26.961300,26.961300,26.961300,26.961300,20.971937,0
2019-11-07,26.961300,26.961300,26.961300,26.961300,20.971937,0
2019-11-08,26.961300,26.961300,26.961300,26.961300,20.971937,0
2019-11-11,27.225000,27.225000,27.225000,27.225000,21.177059,800
2019-11-12,27.225000,27.225000,27.225000,27.225000,21.177059,0
2019-11-13,27.225000,27.225000,27.225000,27.225000,21.177059,0
2019-11-14,27.225000,27.225000,27.225000,27.225000,21.177059,0
2019-11-18,27.225000,27.225000,27.225000,27.225000,21.177059,0
2019-11-19,27.225000,27.225000,27.225000,27.225000,21.177059,0
2019-11-21,28.000000,28.000000,28.000000,28.000000,21.779896,800
2019-11-22,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-11-25,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-11-26,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-11-27,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-11-28,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-11-29,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-12-02,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-12-03,28.000000,28.000000,28.000000,28.000000,21.779896,0
2019-12-04,27.900000,27.900000,27.900000,27.900000,21.702110,800
2019-12-05,27.900000,27.900000,27.900000,27.900000,21.702110,0
2019-12-06,27.900000,27.900000,27.900000,27.900000,21.702110,0
2019-12-09,27.900000,27.900000,27.900000,27.900000,21.702110,0
2019-12-10,27.900000,27.900000,27.900000,27.900000,21.702110,0
2019-12-11,29.073700,29.073700,29.073700,29.073700,22.615076,150400
2019-12-12,30.061300,30.061300,30.061300,30.061300,23.383286,77600
2019-12-13,30.326300,30.326300,30.326300,30.326300,23.589415,154400
2019-12-16,29.857500,29.962500,29.857500,29.962500,23.306431,23200
2019-12-17,30.067499,30.067499,30.067499,30.067499,23.388107,126400
2019-12-18,29.718800,29.718800,29.718800,29.718800,23.116869,1600
2019-12-19,29.718800,29.718800,29.718800,29.718800,24.552435,0
2019-12-20,29.718800,29.718800,29.718800,29.718800,24.552435,0
2019-12-23,29.837500,29.907499,29.837500,29.872499,24.679417,6400
2019-12-26,29.872499,29.872499,29.872499,29.872499,24.679417,0
2019-12-27,29.703800,29.703800,29.703800,29.703800,24.540043,2400
2019-12-30,29.703800,29.703800,29.703800,29.703800,24.540043,0
2020-01-02,29.703800,29.703800,29.703800,29.703800,24.540043,0
2020-01-03,29.325001,29.325001,29.325001,29.325001,24.227095,31200
2020-01-06,29.325001,29.325001,29.286200,29.286200,24.195040,4800
2020-01-07,29.943800,29.943800,29.943800,29.943800,24.738321,13600
2020-01-08,29.893700,29.893700,29.893700,29.893700,24.696930,24000
2020-01-09,29.893700,29.893700,29.893700,29.893700,24.696930,0
2020-01-10,30.080000,30.080000,30.080000,30.080000,24.850845,1600
2020-01-13,30.080000,30.080000,30.080000,30.080000,24.850845,0
2020-01-14,30.080000,30.080000,30.080000,30.080000,24.850845,0
2020-01-15,30.397499,30.397499,30.397499,30.397499,25.113150,4000
2020-01-16,30.397499,30.397499,30.397499,30.397499,25.113150,0
2020-01-17,30.674999,30.674999,30.674999,30.674999,25.342409,12000
2020-01-20,30.674999,30.674999,30.674999,30.674999,25.342409,0
2020-01-21,30.674999,30.743700,30.674999,30.743700,25.399166,4800
2020-01-22,30.846300,30.846300,30.846300,30.846300,25.483931,2400
2020-01-23,30.846300,30.846300,30.846300,30.846300,25.483931,0
2020-01-24,30.316200,30.316200,30.316200,30.316200,25.045984,11200
2020-01-27,30.316200,30.316200,30.316200,30.316200,25.045984,0
2020-01-28,29.698700,29.698700,29.698700,29.698700,24.535831,8000
2020-01-29,29.698700,29.698700,29.698700,29.698700,24.535831,0
2020-01-30,29.662500,29.662500,29.662500,29.662500,24.505924,2400
2020-01-31,29.662500,29.662500,29.662500,29.662500,24.505924,0
2020-02-03,29.260000,29.260000,29.260000,29.260000,24.173395,800
2020-02-04,29.260000,29.260000,29.260000,29.260000,24.173395,0
2020-02-05,30.562500,30.787500,30.562500,30.708700,25.370251,2400
2020-02-06,31.087500,31.125000,30.813700,30.813700,25.456997,4800
2020-02-07,30.558800,30.558800,30.558800,30.558800,25.246408,9600
2020-02-10,30.600000,30.600000,30.600000,30.600000,25.280449,3200
2020-02-11,30.600000,30.600000,30.600000,30.600000,25.280449,0
2020-02-12,32.231300,32.231300,32.231300,32.231300,26.628160,13600
2020-02-13,32.325001,32.325001,32.325001,32.325001,26.705572,16800
2020-02-14,32.325001,32.325001,32.325001,32.325001,26.705572,0
2020-02-17,32.325001,32.325001,32.325001,32.325001,26.705572,0
2020-02-18,30.562500,30.562500,30.327499,30.327499,25.055317,3600
2020-02-19,31.650000,31.650000,31.650000,31.650000,26.147913,640
2020-02-20,31.059999,31.059999,31.059999,31.059999,25.660480,3200
2020-02-21,31.059999,31.059999,31.059999,31.059999,25.660480,0
2020-02-26,null,null,null,null,null,null
2020-02-27,30.318800,30.318800,30.318800,30.318800,25.048130,1600
2020-02-28,30.318800,30.318800,30.318800,30.318800,25.048130,0
2020-03-02,31.087500,31.087500,30.953800,31.047501,25.650152,12560
2020-03-03,31.047501,31.047501,31.047501,31.047501,25.650152,0
2020-03-04,31.481300,31.481300,31.481300,31.481300,26.008539,80
2020-03-05,32.043800,32.343800,32.043800,32.343800,26.721102,12960
2020-03-06,32.343800,32.343800,32.343800,32.343800,26.721102,0
2020-03-09,32.343800,32.343800,32.343800,32.343800,26.721102,0
2020-03-10,30.978800,30.978800,30.978800,30.978800,25.593395,8000
2020-03-11,30.912500,31.143700,30.912500,31.143700,25.729630,65600
2020-03-12,31.143700,31.143700,31.143700,31.143700,25.729630,0
2020-03-13,30.232500,30.232500,30.232500,30.232500,24.976833,7200
2020-03-16,30.232500,30.232500,30.232500,30.232500,24.976833,0
2020-03-17,30.232500,30.232500,30.232500,30.232500,24.976833,0
2020-03-18,28.377501,28.377501,28.377501,28.377501,23.444309,9600
2020-03-19,28.413700,28.413700,28.413700,28.413700,25.424730,28000
2020-03-20,28.413700,28.413700,28.413700,28.413700,25.424730,0
2020-03-23,28.413700,28.413700,28.413700,28.413700,25.424730,0
2020-03-24,30.592501,30.592501,30.592501,30.592501,27.374332,16000
2020-03-25,30.592501,30.592501,30.592501,30.592501,27.374332,0
2020-03-26,30.592501,30.592501,30.592501,30.592501,27.374332,0
2020-03-27,30.592501,30.592501,30.592501,30.592501,27.374332,0
2020-03-30,30.592501,30.592501,30.592501,30.592501,27.374332,0
2020-03-31,30.592501,30.592501,30.592501,30.592501,27.374332,0
2020-04-01,30.900000,30.900000,30.900000,30.900000,27.649483,480
2020-04-02,30.900000,30.900000,30.900000,30.900000,27.649483,0
2020-04-03,31.000000,31.375000,31.000000,31.375000,28.074516,10880
2020-04-06,31.375000,31.375000,31.375000,31.375000,28.074516,0
2020-04-07,33.250000,33.250000,32.606300,32.606300,29.176291,640
2020-04-08,32.625000,32.625000,32.281200,32.281200,28.885389,800
2020-04-09,31.750000,31.750000,31.035000,31.035000,27.770283,4240
2020-04-13,31.035000,31.035000,31.035000,31.035000,27.770283,0
2020-04-14,31.035000,31.035000,31.035000,31.035000,27.770283,0
2020-04-15,31.035000,31.035000,31.035000,31.035000,27.770283,0
2020-04-16,31.035000,31.035000,31.035000,31.035000,27.770283,0
2020-04-17,35.125000,35.321301,35.125000,35.321301,31.605686,2000
2020-04-20,35.500000,35.500000,35.372501,35.372501,31.651501,160
2020-04-22,35.794998,35.794998,35.794998,35.794998,32.029552,20800
2020-04-23,36.412498,36.412498,36.412498,36.412498,32.582096,15200
2020-04-24,36.412498,36.412498,36.412498,36.412498,32.582096,0
2020-04-27,38.000000,38.099998,37.987499,38.099998,34.092079,2400
2020-04-28,37.022499,37.022499,37.022499,37.022499,33.127930,11200
2020-04-29,37.022499,37.022499,37.022499,37.022499,33.127930,0
2020-04-30,36.547501,36.547501,36.547501,36.547501,32.702896,7200
2020-05-04,35.810001,35.810001,35.810001,35.810001,32.042976,160
2020-05-05,35.810001,35.810001,35.810001,35.810001,32.042976,0
2020-05-06,35.810001,35.810001,35.810001,35.810001,32.042976,0
2020-05-07,38.187500,38.437500,38.137501,38.437500,34.394077,26480
2020-05-08,38.437500,38.437500,38.437500,38.437500,34.394077,0
2020-05-11,38.437500,38.437500,38.437500,38.437500,34.394077,0
2020-05-12,37.968800,37.968800,37.968800,37.968800,33.974682,23200
2020-05-13,38.043800,38.043800,37.537498,37.615002,33.658104,4240
2020-05-14,37.615002,37.615002,37.615002,37.615002,33.658104,0
2020-05-15,37.500000,37.500000,36.187500,36.468800,32.632473,1280
2020-05-18,36.599998,37.000000,36.599998,37.000000,33.107796,1920
2020-05-19,36.564999,36.564999,36.564999,36.564999,32.718555,800
2020-05-20,37.012501,37.012501,37.012501,37.012501,33.118980,1040
2020-05-21,35.875000,35.875000,35.543800,35.543800,31.804783,13600
2020-05-22,34.987499,34.987499,34.987499,34.987499,31.306999,320
2020-05-25,34.987499,34.987499,34.987499,34.987499,31.306999,0
2020-05-26,34.462502,34.500000,34.375000,34.500000,30.870785,3280
2020-05-27,34.500000,34.500000,34.500000,34.500000,30.870785,0
2020-05-28,34.111301,34.250000,33.943699,34.012501,30.434566,6240
2020-05-29,33.590000,33.590000,33.590000,33.590000,30.056511,800
2020-06-01,33.912498,33.912498,33.912498,33.912498,30.345083,1600
2020-06-02,34.049999,34.049999,34.049999,34.049999,30.468119,17600
2020-06-03,33.625000,33.625000,33.625000,33.625000,30.087830,1600
2020-06-04,34.474998,34.836300,34.474998,34.777500,31.119091,4480
2020-06-05,34.536301,34.536301,34.536301,34.536301,30.903265,800
2020-06-08,34.312500,34.312500,34.312500,34.312500,30.703005,800
2020-06-09,34.312500,34.312500,34.312500,34.312500,30.703005,0
2020-06-10,35.189999,35.189999,35.189999,35.189999,31.488199,5600
2020-06-12,35.411301,35.411301,35.411301,35.411301,31.686218,21360
2020-06-15,35.411301,35.411301,35.411301,35.411301,31.686218,0
2020-06-16,35.411301,35.411301,35.411301,35.411301,31.686218,0
2020-06-17,37.125000,37.162498,37.025002,37.025002,33.130165,480
2020-06-18,37.025002,37.025002,37.025002,37.025002,35.291847,0
2020-06-19,37.025002,37.025002,37.025002,37.025002,35.291847,0
2020-06-22,36.687500,36.783699,36.687500,36.783699,35.061844,2720
2020-06-23,36.783699,36.783699,36.783699,36.783699,35.061844,0
2020-06-24,36.783699,36.783699,36.783699,36.783699,35.061844,0
2020-06-25,37.625000,38.212502,37.625000,38.212502,36.423763,1680
2020-06-26,38.212502,38.212502,38.212502,38.212502,36.423763,0
2020-06-29,38.097500,38.097500,38.097500,38.097500,36.314144,9600
2020-06-30,38.097500,38.097500,38.097500,38.097500,36.314144,0
2020-07-01,38.156200,38.156200,38.156200,38.156200,36.370094,4800
2020-07-02,39.299999,39.750000,38.937500,39.750000,37.889290,2080
2020-07-03,39.750000,39.750000,39.750000,39.750000,37.889290,0
2020-07-06,39.750000,39.750000,39.750000,39.750000,37.889290,0
2020-07-07,39.750000,39.750000,39.750000,39.750000,37.889290,0
2020-07-08,40.875000,41.549999,40.875000,41.549999,39.605030,3520
2020-07-09,42.202499,42.202499,42.202499,42.202499,40.226986,15200
2020-07-10,42.526199,42.526199,42.526199,42.526199,40.535534,1600
2020-07-13,44.437500,44.687500,43.750000,43.763699,41.715107,17920
2020-07-14,45.263699,45.375000,45.263699,45.375000,43.250980,1760
2020-07-15,43.937500,43.937500,43.937500,43.937500,41.880772,80
2020-07-16,43.663700,43.663700,43.663700,43.663700,41.619789,10400
2020-07-17,44.750000,44.750000,44.750000,44.750000,42.655239,800
2020-07-20,44.812500,44.812500,44.776199,44.776199,42.680210,4080
2020-07-21,44.776199,44.776199,44.776199,44.776199,42.680210,0
2020-07-22,43.875000,43.875000,43.875000,43.875000,41.821198,7200
2020-07-23,43.683800,43.987499,43.683800,43.987499,41.928429,2080
2020-07-24,48.750000,49.057499,47.767502,47.767502,45.531490,4480
2020-07-27,51.599998,53.258801,51.599998,53.227501,50.735905,9040
2020-07-28,50.509998,50.509998,49.923801,49.923801,47.586853,7360
2020-07-29,52.237499,52.237499,52.237499,52.237499,49.792244,800
2020-07-30,51.500000,51.500000,51.500000,51.500000,49.089268,8000
2020-07-31,51.500000,51.500000,51.500000,51.500000,49.089268,0
2020-08-03,52.375000,52.375000,52.032501,52.032501,49.596844,22240
2020-08-04,52.032501,52.032501,52.032501,52.032501,49.596844,0
2020-08-05,52.032501,52.032501,52.032501,52.032501,49.596844,0
2020-08-06,53.851200,54.218800,53.851200,54.038700,51.509132,19280
2020-08-07,54.068699,54.068699,53.863800,53.863800,51.342419,400
2020-08-10,53.880001,54.750000,53.880001,54.750000,52.187134,2480
2020-08-11,53.520000,53.520000,53.099998,53.099998,50.614368,27280
2020-08-12,54.336300,54.375000,54.270000,54.298801,51.757057,12080
2020-08-13,52.598801,52.598801,52.598801,52.598801,50.136635,240
2020-08-14,52.715000,52.715000,52.715000,52.715000,50.247395,4000
2020-08-17,55.602501,55.602501,55.537498,55.537498,52.937771,400
2020-08-18,54.561199,54.563801,54.485001,54.485001,51.934540,4720
2020-08-19,54.116199,54.487499,54.116199,54.487499,51.936920,7760
2020-08-20,53.970001,53.970001,53.507500,53.507500,51.002796,400
2020-08-21,54.799999,54.812500,54.685001,54.685001,52.125179,37680
2020-08-24,55.630001,55.630001,55.630001,55.630001,53.025944,12800
2020-08-25,55.562500,55.680000,55.325001,55.392502,52.799561,4160
2020-08-26,56.593800,57.338699,56.509998,57.338699,54.654655,6480
2020-08-27,57.072498,57.072498,56.001301,56.001301,53.379860,240
2020-08-28,55.102501,55.102501,54.542500,54.551300,51.997734,23600
2020-08-31,54.150002,54.587502,54.150002,54.587502,52.032242,7840
2020-09-01,54.587502,54.587502,54.587502,54.587502,52.032242,160
2020-09-02,54.250000,54.250000,54.077499,54.077499,51.546112,29680
2020-09-03,53.098801,53.098801,53.098801,53.098801,50.613228,160
2020-09-04,51.938801,52.126301,51.938801,52.126301,49.686253,270400
2020-09-08,52.162498,52.287498,51.807499,51.807499,49.382374,126240
2020-09-09,52.224998,52.671200,52.224998,52.671200,50.205643,98080
2020-09-10,53.137501,53.137501,53.137501,53.137501,50.650116,136000
2020-09-11,52.615002,52.615002,52.615002,52.615002,50.152077,136400
2020-09-14,53.737499,53.737499,53.051300,53.051300,50.567951,1120
2020-09-15,53.051300,53.051300,53.051300,53.051300,50.567951,0
2020-09-16,53.051300,53.051300,53.051300,53.051300,50.567951,0
2020-09-17,53.051300,53.051300,53.051300,53.051300,53.051300,0
2020-09-18,53.051300,53.051300,53.051300,53.051300,53.051300,0
2020-09-21,53.898800,53.898800,53.898800,53.898800,53.898800,80
2020-09-22,53.898800,53.898800,53.898800,53.898800,53.898800,0
2020-09-23,54.898800,54.898800,54.898800,54.898800,54.898800,240
2020-09-24,54.898800,54.898800,54.898800,54.898800,54.898800,0
2020-09-25,54.898800,54.898800,54.898800,54.898800,54.898800,0
2020-09-28,56.419998,56.419998,56.419998,56.419998,56.419998,8
2020-09-29,56.668800,57.382500,56.668800,56.998699,56.998699,1680
2020-09-30,57.336300,57.462502,56.776199,56.776199,56.776199,1280
2020-10-01,58.163700,58.163700,58.163700,58.163700,58.163700,800
2020-10-02,57.748699,57.939999,57.500000,57.500000,57.500000,1456
2020-10-05,57.500000,57.500000,57.500000,57.500000,57.500000,0
2020-10-06,57.500000,57.500000,57.500000,57.500000,57.500000,0
2020-10-07,59.279999,60.413700,59.279999,60.413700,60.413700,4344
2020-10-08,61.712502,61.712502,61.498699,61.498699,61.498699,165640
2020-10-09,61.348801,61.348801,61.197498,61.312500,61.312500,80808
2020-10-13,61.312500,61.312500,61.312500,61.312500,61.312500,0
2020-10-14,62.548801,62.548801,61.986301,62.287498,62.287498,3032
2020-10-15,62.287498,62.287498,61.875000,61.875000,61.875000,312
2020-10-16,61.543800,61.543800,61.062500,61.250000,61.250000,2264
2020-10-19,62.224998,62.500000,61.250000,61.523800,61.523800,1296
2020-10-20,61.948700,61.948700,61.948700,61.948700,61.948700,8
2020-10-21,61.658699,61.658699,61.658699,61.658699,61.658699,2400
2020-10-22,61.658699,61.974998,61.658699,61.974998,61.974998,560
2020-10-23,61.811199,61.811199,61.811199,61.811199,61.811199,8
2020-10-26,61.500000,61.763699,60.525002,60.750000,60.750000,6680
2020-10-27,61.250000,61.560001,61.250000,61.560001,61.560001,808
2020-10-28,60.463699,60.724998,60.337502,60.337502,60.337502,504
2020-10-29,61.240002,61.450001,61.000000,61.349998,61.349998,305
2020-10-30,61.150002,61.150002,59.970001,60.049999,60.049999,938
2020-11-03,0.000000,0.000000,0.000000,63.110001,63.110001,0
